ckpt_index,method,env_id,episode,episode_in_env,step,mode,reason,rss_margin,rss_margin_current,rss_margin_min_pred,rss_margin_final_pred,rss_lateral_clearance_min_pred,rss_lateral_clearance_final_pred,predicted_progress,mpc_success,mpc_num_candidates,mpc_num_feasible,mpc_best_cost,fallback_used,cbf_mode,cbf_reason,cbf_action_delta,cbf_acc_safe,cbf_steer_safe,cbf_reference_mode,cbf_reference_action_delta,cbf_reference_acc_safe,cbf_reference_steer_safe,cbf_guard_used,cbf_guard_delta,selective_mpc_enabled,mpc_called,mpc_call_reason,deadlock_risk,deadlock_score,deadlock_counter,deadlock_window_progress,deadlock_window_avg_speed,deadlock_cbf_active_ratio,deadlock_reason,terminal_recoverable,terminal_recovery_reason,recovery_progress,recovery_margin_improvement,blocking_object_final,minimum_risk_stop_used,dynamic_vehicle_detected,action_delta,acc_nominal,acc_safe,acc_delta,steer_nominal,steer_safe,steer_delta,step_cost,cumulative_cost,crash,crash_vehicle,crash_object,out_of_road,route_completion,velocity,filter_applied,object_kind,d_front,rss_distance,env_action_nominal_steer,env_action_nominal_throttle_brake,env_action_safe_steer,env_action_safe_throttle_brake,internal_action_nominal_acc,internal_action_nominal_steer,internal_action_safe_acc,internal_action_safe_steer,adapter_error
7800,ppl_rss_mpc,1000,1,1,1,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.990598201751709,0.33762168884277344,normal,0.0,1.990598201751709,0.33762168884277344,False,0.0,True,False,,False,0.0,0,0.0,0.0,0.0,insufficient_deadlock_window,False,,,,False,False,False,0.0,1.990598201751709,1.990598201751709,0.0,0.33762168884277344,0.33762168884277344,0.0,0.0,0.0,False,False,False,False,0.016009226487766585,0.3002181895401427,False,none,inf,0.0,0.33762168884277344,0.9952991008758545,0.33762168884277344,0.9952991008758545,1.990598201751709,0.33762168884277344,1.990598201751709,0.33762168884277344,
7800,ppl_rss_mpc,1000,1,1,2,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9968199729919434,0.28874289989471436,normal,0.0,1.9968199729919434,0.28874289989471436,False,0.0,True,False,,False,0.0,0,0.0,0.15010909477007134,0.0,insufficient_deadlock_window,False,,,,False,False,False,0.0,1.9968199729919434,1.9968199729919434,0.0,0.28874289989471436,0.28874289989471436,0.0,0.0,0.0,False,False,False,False,0.016123892570217416,0.6020490045695526,False,none,inf,0.0,0.28874289989471436,0.9984099864959717,0.28874289989471436,0.9984099864959717,1.9968199729919434,0.28874289989471436,1.9968199729919434,0.28874289989471436,
7800,ppl_rss_mpc,1000,1,1,3,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.996605396270752,0.28045523166656494,normal,0.0,1.996605396270752,0.28045523166656494,False,0.0,True,False,,False,0.0,0,0.0,0.3007557313698984,0.0,insufficient_deadlock_window,False,,,,False,False,False,0.0,1.996605396270752,1.996605396270752,0.0,0.28045523166656494,0.28045523166656494,0.0,0.0,0.0,False,False,False,False,0.016334259063873945,0.9033903091188558,False,none,inf,0.0,0.28045523166656494,0.998302698135376,0.28045523166656494,0.998302698135376,1.996605396270752,0.28045523166656494,1.996605396270752,0.28045523166656494,
7800,ppl_rss_mpc,1000,1,1,4,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.996284008026123,0.2725851535797119,normal,0.0,1.996284008026123,0.2725851535797119,False,0.0,True,False,,False,0.0,0,0.0,0.4514143758071377,0.0,insufficient_deadlock_window,False,,,,False,False,False,0.0,1.996284008026123,1.996284008026123,0.0,0.2725851535797119,0.2725851535797119,0.0,0.0,0.0,False,False,False,False,0.01664006831612843,1.2045617408505715,False,none,inf,0.0,0.2725851535797119,0.9981420040130615,0.2725851535797119,0.9981420040130615,1.996284008026123,0.2725851535797119,1.996284008026123,0.2725851535797119,
7800,ppl_rss_mpc,1000,1,1,5,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.995924949645996,0.26206469535827637,normal,0.0,1.995924949645996,0.26206469535827637,False,0.0,True,False,,False,0.0,0,0.0,0.6020438488158245,0.0,insufficient_deadlock_window,False,,,,False,False,False,0.0,1.995924949645996,1.995924949645996,0.0,0.26206469535827637,0.26206469535827637,0.0,0.0,0.0,False,False,False,False,0.017041283737261423,1.506195382564833,False,none,inf,0.0,0.26206469535827637,0.997962474822998,0.26206469535827637,0.997962474822998,1.995924949645996,0.26206469535827637,1.995924949645996,0.26206469535827637,
7800,ppl_rss_mpc,1000,1,1,6,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9954869747161865,0.24876117706298828,normal,0.0,1.9954869747161865,0.24876117706298828,False,0.0,True,False,,False,0.0,0,0.0,0.7527357711073259,0.0,insufficient_deadlock_window,False,,,,False,False,False,0.0,1.9954869747161865,1.9954869747161865,0.0,0.24876117706298828,0.24876117706298828,0.0,0.0,0.0,False,False,False,False,0.01753797088385359,1.8083065259868882,False,none,inf,0.0,0.24876117706298828,0.9977434873580933,0.24876117706298828,0.9977434873580933,1.9954869747161865,0.24876117706298828,1.9954869747161865,0.24876117706298828,
7800,ppl_rss_mpc,1000,1,1,7,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9949264526367188,0.23261308670043945,normal,0.0,1.9949264526367188,0.23261308670043945,False,0.0,True,False,,False,0.0,0,0.0,0.9035315932329776,0.0,insufficient_deadlock_window,False,,,,False,False,False,0.0,1.9949264526367188,1.9949264526367188,0.0,0.23261308670043945,0.23261308670043945,0.0,0.0,0.0,False,False,False,False,0.018130112985616863,2.1108602940068053,False,none,inf,0.0,0.23261308670043945,0.9974632263183594,0.23261308670043945,0.9974632263183594,1.9949264526367188,0.23261308670043945,1.9949264526367188,0.23261308670043945,
7800,ppl_rss_mpc,1000,1,1,8,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9942092895507812,0.21441972255706787,normal,0.0,1.9942092895507812,0.21441972255706787,False,0.0,True,False,,False,0.0,0,0.0,1.054447680829706,0.0,insufficient_deadlock_window,False,,,,False,False,False,0.0,1.9942092895507812,1.9942092895507812,0.0,0.21441972255706787,0.21441972255706787,0.0,0.0,0.0,False,False,False,False,0.018817632289397413,2.4138088749206705,False,none,inf,0.0,0.21441972255706787,0.9971046447753906,0.21441972255706787,0.9971046447753906,1.9942092895507812,0.21441972255706787,1.9942092895507812,0.21441972255706787,
7800,ppl_rss_mpc,1000,1,1,9,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.993293046951294,0.19416606426239014,normal,0.0,1.993293046951294,0.19416606426239014,False,0.0,True,False,,False,0.0,0,0.0,1.20548781350648,0.0,insufficient_deadlock_window,False,,,,False,False,False,0.0,1.993293046951294,1.993293046951294,0.0,0.19416606426239014,0.19416606426239014,0.0,0.0,0.0,False,False,False,False,0.01960042969803842,2.7171118416261204,False,none,inf,0.0,0.19416606426239014,0.996646523475647,0.19416606426239014,0.996646523475647,1.993293046951294,0.19416606426239014,1.993293046951294,0.19416606426239014,
7800,ppl_rss_mpc,1000,1,1,10,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9921166896820068,0.1722860336303711,normal,0.0,1.9921166896820068,0.1722860336303711,False,0.0,True,False,,False,0.16666666666666666,0,1.1303863525390625,1.356650216318444,0.0,deadlock_conditions_not_met,False,,,,False,False,False,0.0,1.9921166896820068,1.9921166896820068,0.0,0.1722860336303711,0.1722860336303711,0.0,0.0,0.0,False,False,False,False,0.020478415261812915,3.0206667212208234,False,none,inf,0.0,0.1722860336303711,0.9960583448410034,0.1722860336303711,0.9960583448410034,1.9921166896820068,0.1722860336303711,1.9921166896820068,0.1722860336303711,
