ckpt_index,method,env_id,episode,episode_in_env,step,mode,reason,rss_margin,rss_margin_current,rss_margin_min_pred,rss_margin_final_pred,rss_lateral_clearance_min_pred,rss_lateral_clearance_final_pred,predicted_progress,mpc_success,mpc_num_candidates,mpc_num_feasible,mpc_best_cost,fallback_used,cbf_mode,cbf_reason,cbf_action_delta,cbf_acc_safe,cbf_steer_safe,cbf_reference_mode,cbf_reference_action_delta,cbf_reference_acc_safe,cbf_reference_steer_safe,cbf_guard_used,cbf_guard_delta,selective_mpc_enabled,mpc_called,mpc_call_reason,deadlock_risk,deadlock_score,deadlock_counter,deadlock_window_progress,deadlock_window_avg_speed,deadlock_cbf_active_ratio,deadlock_reason,terminal_recoverable,terminal_recovery_reason,recovery_progress,recovery_margin_improvement,blocking_object_final,minimum_risk_stop_used,dynamic_vehicle_detected,action_delta,acc_nominal,acc_safe,acc_delta,steer_nominal,steer_safe,steer_delta,step_cost,cumulative_cost,crash,crash_vehicle,crash_object,out_of_road,route_completion,velocity,filter_applied,object_kind,d_front,rss_distance,env_action_nominal_steer,env_action_nominal_throttle_brake,env_action_safe_steer,env_action_safe_throttle_brake,internal_action_nominal_acc,internal_action_nominal_steer,internal_action_safe_acc,internal_action_safe_steer,adapter_error
8400,ppl_rss_mpc,1000,1,1,1,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.990828037261963,0.31892216205596924,normal,0.0,1.990828037261963,0.31892216205596924,False,0.0,True,False,,False,0.0,0,0.0,0.0,0.0,insufficient_deadlock_window,False,,,,False,False,False,0.0,1.990828037261963,1.990828037261963,0.0,0.31892216205596924,0.31892216205596924,0.0,0.0,0.0,False,False,False,False,0.01600926307748603,0.3005598013512333,False,none,inf,0.0,0.31892216205596924,0.9954140186309814,0.31892216205596924,0.9954140186309814,1.990828037261963,0.31892216205596924,1.990828037261963,0.31892216205596924,
8400,ppl_rss_mpc,1000,1,1,2,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9970712661743164,0.2695446014404297,normal,0.0,1.9970712661743164,0.2695446014404297,False,0.0,True,False,,False,0.0,0,0.0,0.15027990067561664,0.0,insufficient_deadlock_window,False,,,,False,False,False,0.0,1.9970712661743164,1.9970712661743164,0.0,0.2695446014404297,0.2695446014404297,0.0,0.0,0.0,False,False,False,False,0.016124136501680375,0.602742556198432,False,none,inf,0.0,0.2695446014404297,0.9985356330871582,0.2695446014404297,0.9985356330871582,1.9970712661743164,0.2695446014404297,1.9970712661743164,0.2695446014404297,
8400,ppl_rss_mpc,1000,1,1,3,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.996854305267334,0.26222944259643555,normal,0.0,1.996854305267334,0.26222944259643555,False,0.0,True,False,,False,0.0,0,0.0,0.3011007858498884,0.0,insufficient_deadlock_window,False,,,,False,False,False,0.0,1.996854305267334,1.996854305267334,0.0,0.26222944259643555,0.26222944259643555,0.0,0.0,0.0,False,False,False,False,0.016334920727967224,0.9044605602132902,False,none,inf,0.0,0.26222944259643555,0.998427152633667,0.26222944259643555,0.998427152633667,1.996854305267334,0.26222944259643555,1.996854305267334,0.26222944259643555,
8400,ppl_rss_mpc,1000,1,1,4,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9965319633483887,0.25539350509643555,normal,0.0,1.9965319633483887,0.25539350509643555,False,0.0,True,False,,False,0.0,0,0.0,0.4519407294407389,0.0,insufficient_deadlock_window,False,,,,False,False,False,0.0,1.9965319633483887,1.9965319633483887,0.0,0.25539350509643555,0.25539350509643555,0.0,0.0,0.0,False,False,False,False,0.01664138097231348,1.206003689950071,False,none,inf,0.0,0.25539350509643555,0.9982659816741943,0.25539350509643555,0.9982659816741943,1.9965319633483887,0.25539350509643555,1.9965319633483887,0.25539350509643555,
8400,ppl_rss_mpc,1000,1,1,5,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9961719512939453,0.24571967124938965,normal,0.0,1.9961719512939453,0.24571967124938965,False,0.0,True,False,,False,0.0,0,0.0,0.6027533215426053,0.0,insufficient_deadlock_window,False,,,,False,False,False,0.0,1.9961719512939453,1.9961719512939453,0.0,0.24571967124938965,0.24571967124938965,0.0,0.0,0.0,False,False,False,False,0.01704347149756984,1.5079484164861843,False,none,inf,0.0,0.24571967124938965,0.9980859756469727,0.24571967124938965,0.9980859756469727,1.9961719512939453,0.24571967124938965,1.9961719512939453,0.24571967124938965,
8400,ppl_rss_mpc,1000,1,1,6,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9957427978515625,0.2330787181854248,normal,0.0,1.9957427978515625,0.2330787181854248,False,0.0,True,False,,False,0.0,0,0.0,0.7536191706998685,0.0,insufficient_deadlock_window,False,,,,False,False,False,0.0,1.9957427978515625,1.9957427978515625,0.0,0.2330787181854248,0.2330787181854248,0.0,0.0,0.0,False,False,False,False,0.017541248712887113,1.810321983690471,False,none,inf,0.0,0.2330787181854248,0.9978713989257812,0.2330787181854248,0.9978713989257812,1.9957427978515625,0.2330787181854248,1.9957427978515625,0.2330787181854248,
8400,ppl_rss_mpc,1000,1,1,7,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9951953887939453,0.21786010265350342,normal,0.0,1.9951953887939453,0.21786010265350342,False,0.0,True,False,,False,0.0,0,0.0,0.9045767154128116,0.0,insufficient_deadlock_window,False,,,,False,False,False,0.0,1.9951953887939453,1.9951953887939453,0.0,0.21786010265350342,0.21786010265350342,0.0,0.0,0.0,False,False,False,False,0.018134701946263793,2.113076335474572,False,none,inf,0.0,0.21786010265350342,0.9975976943969727,0.21786010265350342,0.9975976943969727,1.9951953887939453,0.21786010265350342,1.9951953887939453,0.21786010265350342,
8400,ppl_rss_mpc,1000,1,1,8,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9944970607757568,0.2004297971725464,normal,0.0,1.9944970607757568,0.2004297971725464,False,0.0,True,False,,False,0.0,0,0.0,1.0556391679205317,0.0,insufficient_deadlock_window,False,,,,False,False,False,0.0,1.9944970607757568,1.9944970607757568,0.0,0.2004297971725464,0.2004297971725464,0.0,0.0,0.0,False,False,False,False,0.018823768690262498,2.4161848445708562,False,none,inf,0.0,0.2004297971725464,0.9972485303878784,0.2004297971725464,0.9972485303878784,1.9944970607757568,0.2004297971725464,1.9944970607757568,0.2004297971725464,
8400,ppl_rss_mpc,1000,1,1,9,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9936060905456543,0.18116509914398193,normal,0.0,1.9936060905456543,0.18116509914398193,False,0.0,True,False,,False,0.0,0,0.0,1.2068109097705677,0.0,insufficient_deadlock_window,False,,,,False,False,False,0.0,1.9936060905456543,1.9936060905456543,0.0,0.18116509914398193,0.18116509914398193,0.0,0.0,0.0,False,False,False,False,0.019608368142586118,2.719589303123125,False,none,inf,0.0,0.18116509914398193,0.9968030452728271,0.18116509914398193,0.9968030452728271,1.9936060905456543,0.18116509914398193,1.9936060905456543,0.18116509914398193,
8400,ppl_rss_mpc,1000,1,1,10,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9924631118774414,0.16051363945007324,normal,0.0,1.9924631118774414,0.16051363945007324,False,0.0,True,False,,False,0.16666666666666666,0,1.1328692436218262,1.3580887491058236,0.0,deadlock_conditions_not_met,False,,,,False,False,False,0.0,1.9924631118774414,1.9924631118774414,0.0,0.16051363945007324,0.16051363945007324,0.0,0.0,0.0,False,False,False,False,0.02048842255008084,3.023185897131134,False,none,inf,0.0,0.16051363945007324,0.9962315559387207,0.16051363945007324,0.9962315559387207,1.9924631118774414,0.16051363945007324,1.9924631118774414,0.16051363945007324,
8400,ppl_rss_mpc,1000,1,1,11,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9909875392913818,0.1389867067337036,normal,0.0,1.9909875392913818,0.1389867067337036,False,0.0,True,False,,False,0.16666666666666666,0,1.4081220626831055,1.5094612171081245,0.0,deadlock_conditions_not_met,False,,,,False,False,False,0.0,1.9909875392913818,1.9909875392913818,0.0,0.1389867067337036,0.1389867067337036,0.0,0.0,0.0,False,False,False,False,0.02146384348759134,3.3268296985038392,False,none,inf,0.0,0.1389867067337036,0.9954937696456909,0.1389867067337036,0.9954937696456909,1.9909875392913818,0.1389867067337036,1.9909875392913818,0.1389867067337036,
8400,ppl_rss_mpc,1000,1,1,12,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9890751838684082,0.11713171005249023,normal,0.0,1.9890751838684082,0.11713171005249023,False,0.0,True,False,,False,0.16666666666666666,0,1.7132024765014648,1.6609085905577674,0.0,deadlock_conditions_not_met,False,,,,False,False,False,0.0,1.9890751838684082,1.9890751838684082,0.0,0.11713171005249023,0.11713171005249023,0.0,0.0,0.0,False,False,False,False,0.022534544054533936,3.6303377373960433,False,none,inf,0.0,0.11713171005249023,0.9945375919342041,0.11713171005249023,0.9945375919342041,1.9890751838684082,0.11713171005249023,1.9890751838684082,0.11713171005249023,
8400,ppl_rss_mpc,1000,1,1,13,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9865736961364746,0.09577441215515137,normal,0.0,1.9865736961364746,0.09577441215515137,False,0.0,True,False,,False,0.16666666666666666,0,2.0480833053588867,1.812403140314558,0.0,deadlock_conditions_not_met,False,,,,False,False,False,0.0,1.9865736961364746,1.9865736961364746,0.0,0.09577441215515137,0.09577441215515137,0.0,0.0,0.0,False,False,False,False,0.023700425153751804,3.9334965932356054,False,none,inf,0.0,0.09577441215515137,0.9932868480682373,0.09577441215515137,0.9932868480682373,1.9865736961364746,0.09577441215515137,1.9865736961364746,0.09577441215515137,
8400,ppl_rss_mpc,1000,1,1,14,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.983307123184204,0.07540762424468994,normal,0.0,1.983307123184204,0.07540762424468994,False,0.0,True,False,,False,0.16666666666666666,0,2.412733554840088,1.9639098155232042,0.0,deadlock_conditions_not_met,False,,,,False,False,False,0.0,1.983307123184204,1.983307123184204,0.0,0.07540762424468994,0.07540762424468994,0.0,0.0,0.0,False,False,False,False,0.024961380065229896,4.236097657693569,False,none,inf,0.0,0.07540762424468994,0.991653561592102,0.07540762424468994,0.991653561592102,1.983307123184204,0.07540762424468994,1.983307123184204,0.07540762424468994,
8400,ppl_rss_mpc,1000,1,1,15,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9789190292358398,0.05653715133666992,normal,0.0,1.9789190292358398,0.05653715133666992,False,0.0,True,False,,False,0.16666666666666666,0,2.807119846343994,2.1153890050012287,0.0,deadlock_conditions_not_met,False,,,,False,False,False,0.0,1.9789190292358398,1.9789190292358398,0.0,0.05653715133666992,0.05653715133666992,0.0,0.0,0.0,False,False,False,False,0.02631730206895317,4.53790450513111,False,none,inf,0.0,0.05653715133666992,0.9894595146179199,0.05653715133666992,0.9894595146179199,1.9789190292358398,0.05653715133666992,1.9789190292358398,0.05653715133666992,
8400,ppl_rss_mpc,1000,1,1,16,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.973210334777832,0.03875148296356201,normal,0.0,1.973210334777832,0.03875148296356201,False,0.0,True,False,,False,0.16666666666666666,0,3.2312088012695312,2.2667962237593455,0.0,deadlock_conditions_not_met,False,,,,False,False,False,0.0,1.973210334777832,1.973210334777832,0.0,0.03875148296356201,0.03875148296356201,0.0,0.0,0.0,False,False,False,False,0.02776809359233644,4.838696106737752,False,none,inf,0.0,0.03875148296356201,0.986605167388916,0.03875148296356201,0.986605167388916,1.973210334777832,0.03875148296356201,1.973210334777832,0.03875148296356201,
8400,ppl_rss_mpc,1000,1,1,17,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9655823707580566,0.018864989280700684,normal,0.0,1.9655823707580566,0.018864989280700684,False,0.0,True,False,,False,0.16666666666666666,0,3.684969902038574,2.4180844521698397,0.0,deadlock_conditions_not_met,False,,,,False,False,False,0.0,1.9655823707580566,1.9655823707580566,0.0,0.018864989280700684,0.018864989280700684,0.0,0.0,0.0,False,False,False,False,0.029313783602240934,5.13812855795268,False,none,inf,0.0,0.018864989280700684,0.9827911853790283,0.018864989280700684,0.9827911853790283,1.9655823707580566,0.018864989280700684,1.9655823707580566,0.018864989280700684,
8400,ppl_rss_mpc,1000,1,1,18,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9554781913757324,-0.0009951591491699219,normal,0.0,1.9554781913757324,-0.0009951591491699219,False,0.0,True,False,,False,0.16666666666666666,0,4.168412208557129,2.56919801360222,0.0,deadlock_conditions_not_met,False,,,,False,False,False,0.0,1.9554781913757324,1.9554781913757324,0.0,-0.0009951591491699219,-0.0009951591491699219,0.0,0.0,0.0,False,False,False,False,0.030954573342123592,5.435698006967466,False,none,inf,0.0,-0.0009951591491699219,0.9777390956878662,-0.0009951591491699219,0.9777390956878662,1.9554781913757324,-0.0009951591491699219,1.9554781913757324,-0.0009951591491699219,
8400,ppl_rss_mpc,1000,1,1,19,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9418182373046875,-0.02079874277114868,normal,0.0,1.9418182373046875,-0.02079874277114868,False,0.0,True,False,,False,0.16666666666666666,0,4.681598663330078,2.7200664343056538,0.0,deadlock_conditions_not_met,False,,,,False,False,False,0.0,1.9418182373046875,1.9418182373046875,0.0,-0.02079874277114868,-0.02079874277114868,0.0,0.0,0.0,False,False,False,False,0.032690600023432326,5.730751243861378,False,none,inf,0.0,-0.02079874277114868,0.9709091186523438,-0.02079874277114868,0.9709091186523438,1.9418182373046875,-0.02079874277114868,1.9418182373046875,-0.02079874277114868,
8400,ppl_rss_mpc,1000,1,1,20,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9888734817504883,-0.006041526794433594,normal,0.0,1.9888734817504883,-0.006041526794433594,False,0.0,True,False,,False,0.16666666666666666,0,5.22457218170166,2.87060067478344,0.0,deadlock_conditions_not_met,False,,,,False,False,False,0.0,1.9888734817504883,1.9888734817504883,0.0,-0.006041526794433594,-0.006041526794433594,0.0,0.0,0.0,False,False,False,False,0.034521638009563906,6.033529714801476,False,none,inf,0.0,-0.006041526794433594,0.9944367408752441,-0.006041526794433594,0.9944367408752441,1.9888734817504883,-0.006041526794433594,1.9888734817504883,-0.006041526794433594,
8400,ppl_rss_mpc,1000,1,1,21,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9878592491149902,-0.01365959644317627,normal,0.0,1.9878592491149902,-0.01365959644317627,False,0.0,True,False,,False,0.16666666666666666,0,5.790480745934329,3.1722771605235143,0.0,deadlock_conditions_not_met,False,,,,False,False,False,0.0,1.9878592491149902,1.9878592491149902,0.0,-0.01365959644317627,-0.01365959644317627,0.0,0.0,0.0,False,False,False,False,0.03644836725947133,6.3360571215433215,False,none,inf,0.0,-0.01365959644317627,0.9939296245574951,-0.01365959644317627,0.9939296245574951,1.9878592491149902,-0.01365959644317627,1.9878592491149902,-0.01365959644317627,
8400,ppl_rss_mpc,1000,1,1,22,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9856257438659668,-0.021312177181243896,normal,0.0,1.9856257438659668,-0.021312177181243896,False,0.0,True,False,,False,0.16666666666666666,0,6.359530525199125,3.4740520265331183,0.0,deadlock_conditions_not_met,False,,,,False,False,False,0.0,1.9856257438659668,1.9856257438659668,0.0,-0.021312177181243896,-0.021312177181243896,0.0,0.0,0.0,False,False,False,False,0.03847177569557958,6.638085681003932,False,none,inf,0.0,-0.021312177181243896,0.9928128719329834,-0.021312177181243896,0.9928128719329834,1.9856257438659668,-0.021312177181243896,1.9856257438659668,-0.021312177181243896,
8400,ppl_rss_mpc,1000,1,1,23,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9835574626922607,-0.028869032859802246,normal,0.0,1.9835574626922607,-0.028869032859802246,False,0.0,True,False,,False,0.16666666666666666,0,6.93102090868906,3.775819182773394,0.0,deadlock_conditions_not_met,False,,,,False,False,False,0.0,1.9835574626922607,1.9835574626922607,0.0,-0.028869032859802246,-0.028869032859802246,0.0,0.0,0.0,False,False,False,False,0.04059236947567431,6.939645441933559,False,none,inf,0.0,-0.028869032859802246,0.9917787313461304,-0.028869032859802246,0.9917787313461304,1.9835574626922607,-0.028869032859802246,1.9835574626922607,-0.028869032859802246,
